customer_id,name,age,tenure_months,pay_cycle,base_income,credit_limit,city,signup_date,rent_amount,util_weekly
C000557,Melissa Gibbs,25,10,monthly,6122.58,7847.1,Port Monicafurt,2023-03-20,-1840.15,-42.41
C000558,Melissa Phillips,29,10,biweekly,3863.51,5136.21,Brianfurt,2024-01-26,-1091.83,-61.76
C000559,Daniel Washington,41,34,monthly,5064.39,7777.27,Morrisfort,2023-08-08,-2043.34,-68.25
C000560,Daniel Wallace,35,46,biweekly,1497.58,4097.09,Fowlerland,2024-12-06,-356.93,-43.88
C000561,David Diaz,36,22,monthly,6692.19,9130.63,Woodville,2023-08-15,-2410.97,-26.16
C000562,Monica Gross,36,1,biweekly,2264.51,2767.41,North Lanceburgh,2023-09-24,-628.97,-41.85
C000563,Caroline Torres,20,44,monthly,7332.59,10999.1,West Ashleyville,2024-05-16,-2008.67,-68.88
C000564,Erin Bailey,39,1,biweekly,6244.51,7543.42,Smithshire,2024-02-15,-1511.08,-44.23
C000565,Eric Collins,44,34,monthly,3446.2,5835.44,Ronaldville,2023-07-11,-859.1,-35.55
C000566,Larry Edwards,50,27,monthly,1431.23,3067.48,South Brandy,2023-07-18,-426.1,-43.12
C000567,Rachael Velez,21,10,monthly,4641.51,6069.81,Lake Elizabeth,2024-06-26,-1373.77,-23.48
C000568,Jerome Hicks,46,42,monthly,3087.33,5804.79,Brennanshire,2023-09-09,-1132.75,-74.22
C000569,Samantha Stone,44,60,monthly,4785.33,8742.39,East Timothy,2023-11-20,-1930.56,-36.45
C000570,Gregory Pierce,54,24,biweekly,2968.95,4762.74,Waltonchester,2023-06-05,-875.52,-37.04
C000571,Monica Wheeler,45,31,monthly,4040.1,6398.12,North Arthur,2023-11-29,-1471.43,-60.65
C000572,Vickie Hood,42,20,monthly,3298.29,4957.94,Jonesshire,2024-10-01,-1138.29,-49.91
C000573,John Carey,45,19,monthly,4358.71,6180.46,South Aaron,2024-03-09,-1135.14,-44.54
C000574,Robert Williams,33,30,monthly,4253.58,6604.3,Garciabury,2023-04-12,-1178.31,-52.75
C000575,Sandra Nguyen,23,29,monthly,3012.63,5065.16,Bondborough,2023-05-06,-1200.62,-47.58
C000576,Scott Freeman,48,38,monthly,5190.74,8128.89,Gordonville,2023-09-11,-1903.82,-42.36
C000577,James Figueroa,25,13,monthly,4659.94,6241.93,East Mirandafurt,2024-06-02,-1307.47,-84.59
C000578,Andrew Blankenship,37,6,biweekly,4541.28,5749.54,Lake Renee,2023-04-12,-1041.46,-89.37
C000579,Barbara Wright,45,54,monthly,5574.23,9389.07,South Brittney,2024-08-30,-1875.08,-34.33
C000580,Nathan Smith,40,37,monthly,4699.14,7488.97,Lisamouth,2023-09-01,-2132.34,-46.66
C000581,Deborah Sanders,42,30,monthly,5930.04,8616.05,East Amandafort,2024-04-04,-1471.63,-47.98
C000582,Miguel Wood,35,49,biweekly,3404.81,6535.78,Chadport,2024-10-07,-1076.65,-87.83
C000583,Carla White,34,40,monthly,3119.48,5743.38,Gonzalezton,2024-11-03,-782.46,-28.5
C000584,Troy Wilson,62,47,monthly,4332.0,7548.4,Mariaburgh,2023-06-18,-1516.0,-77.98
C000585,Cody Stanton,38,57,monthly,2675.74,6060.89,North Joshua,2024-04-25,-630.64,-35.44
C000586,Lisa Phillips,31,9,monthly,3238.25,4335.9,Lauraton,2024-07-08,-1181.01,-43.73
C000587,April Fischer,39,32,monthly,4656.87,7188.24,New Julie,2023-11-16,-1337.51,-72.08
C000588,Daniel Munoz,30,17,monthly,4530.23,6286.28,Laurenburgh,2023-04-08,-2312.39,-57.72
C000589,Timothy Rose,33,4,biweekly,5293.56,6552.28,East Jeannehaven,2024-01-25,-1939.81,-58.97
C000590,Ashley Cross,37,5,monthly,3318.23,4231.87,South Richard,2024-09-15,-504.36,-57.79
C000591,Michele Farley,36,28,monthly,3994.26,6193.11,East Blake,2024-04-16,-599.14,-18.6
C000592,Cameron Brown,36,6,biweekly,4288.72,5446.47,Thomaschester,2023-03-22,-987.55,-55.34
C000593,Brandon Miller,40,29,monthly,3685.32,5872.39,North Davidberg,2024-09-04,-927.12,-38.06
C000594,Martha Banks,19,44,biweekly,4529.55,7635.46,Colemanfort,2024-01-07,-1123.56,-56.69
C000595,Michael Moss,34,48,monthly,4232.11,7478.53,New Joannechester,2023-10-04,-1546.63,-64.59
C000596,Abigail Hill,20,29,biweekly,5402.82,7933.39,South Timothyborough,2024-01-03,-1413.88,-19.87
C000597,Daniel Nunez,27,8,monthly,2995.01,3994.01,North Troy,2024-01-23,-814.35,-40.89
C000598,Edward Jordan,27,11,biweekly,2815.69,3928.82,East Ashley,2023-04-01,-900.83,-50.1
C000599,Ashley Byrd,47,35,monthly,2280.93,4487.12,Carterchester,2023-09-11,-754.61,-40.18
C000600,Marisa Perkins,32,33,monthly,4816.8,7430.15,Nicholasmouth,2024-03-08,-1690.84,-33.04
C000601,Joshua Mendoza,40,4,monthly,4108.15,5129.78,East Jessica,2024-03-25,-1176.86,-41.34
C000602,Richard Christensen,19,7,biweekly,4846.87,6166.24,Port Brian,2024-06-10,-1923.47,-73.55
C000603,Traci Mcintyre,30,24,biweekly,3552.01,5462.41,Lake Richard,2024-04-07,-1501.0,-74.36
C000604,Anna Knight,38,45,monthly,3926.92,6962.31,South Kathrynchester,2023-11-24,-1200.33,-57.13
C000605,Jennifer Larson,37,23,monthly,4007.81,5959.37,West Heidi,2024-03-24,-1269.22,-30.32
C000606,Valerie Smith,37,22,monthly,4104.79,6025.75,Millerville,2024-09-14,-1645.88,-36.56
C000607,Monica Barker,38,31,biweekly,2647.4,4726.88,Simsland,2023-06-03,-866.47,-53.21
C000608,Danielle Collins,37,32,monthly,5611.63,8333.96,North Adrian,2024-09-02,-2011.93,-52.73
C000609,Danielle Ward,30,27,monthly,6062.05,8624.45,North Anthonytown,2024-06-07,-2249.49,-52.29
C000610,Sandra Stevens,31,24,biweekly,6304.93,8765.92,Lake Lauren,2023-10-17,-2294.85,-39.94
C000611,Dennis Parsons,22,24,monthly,3730.99,5677.18,Port Priscillaland,2024-12-15,-866.36,-40.02
C000612,Brandon Nichols,25,9,monthly,4461.65,5803.97,West Kimberly,2023-04-08,-1783.14,-47.12
C000613,Cassandra Anderson,38,38,biweekly,5692.52,8731.03,Williamsborough,2024-04-13,-2207.39,-86.58
C000614,Cynthia Smith,40,14,biweekly,5873.17,7747.81,North Carol,2023-06-08,-1890.3,-70.03
C000615,Brett Hughes,46,26,monthly,4468.5,6662.19,Nelsonburgh,2023-04-16,-1508.13,-56.11
C000616,Jordan Ruiz,47,17,monthly,4784.18,6591.01,Bryanborough,2023-05-19,-1444.31,-55.85
C000617,David Salazar,34,3,biweekly,3855.48,4776.58,Bettyview,2024-12-04,-998.87,-25.53
C000618,Nichole Rodriguez,40,17,biweekly,2306.86,3618.23,Joshuashire,2024-04-27,-671.16,-33.86
C000619,Sean Edwards,35,7,biweekly,5653.16,7133.79,New Danielle,2023-05-11,-2061.73,-49.35
C000620,David Padilla,31,28,monthly,2643.98,4572.78,South Benjamin,2023-09-26,-708.88,-71.97
C000621,Mr. Ryan Schmidt,40,27,monthly,2447.05,4286.46,Andreachester,2023-05-29,-828.91,-18.6
C000622,Susan Walsh,20,36,monthly,2451.66,4742.0,Lyonsbury,2023-09-22,-813.51,-45.43
C000623,Alan Morgan,30,7,monthly,3392.59,4421.11,Torresfurt,2024-10-27,-1057.11,-54.55
C000624,Alexandria Maldonado,32,1,biweekly,3583.78,4350.54,Brianland,2023-04-21,-1616.59,-74.24
C000625,Shelby Winters,58,30,monthly,4683.23,7119.88,Lake Alicia,2024-11-12,-1531.19,-61.11
C000626,Bryan Ashley,47,1,biweekly,6650.84,8031.01,New Wesley,2023-10-25,-1550.58,-37.3
C000627,David Woods,29,38,monthly,6193.86,9332.63,Lake John,2024-10-08,-1781.16,-34.87
C000628,Monica Smith,22,31,monthly,3447.86,5687.44,Frankport,2024-11-20,-1436.02,-39.97
C000629,Gary Williams,45,1,biweekly,3790.8,4598.96,Josephchester,2023-10-13,-1098.26,-18.6
C000630,Tammy Garza,37,27,monthly,3260.76,5262.91,New Jimmyborough,2024-07-10,-489.11,-71.95
C000631,Derek Pineda,30,53,biweekly,3972.24,7416.69,East Jonathon,2023-11-10,-1104.09,-59.59
C000632,Lisa Hernandez,25,13,biweekly,2584.19,3751.03,North Dana,2024-11-22,-731.96,-42.92
C000633,Francisco Fisher,27,1,biweekly,4447.33,5386.8,Christineland,2024-08-05,-1758.34,-62.76
C000634,Michelle Harris,34,55,monthly,3685.63,7172.75,North Elizabeth,2024-11-11,-1089.27,-96.25
C000635,Michelle Ramirez,44,31,monthly,3349.99,5569.98,Weberfurt,2024-08-29,-1012.6,-71.01
C000636,Emily Villegas,43,21,biweekly,2561.65,4123.98,West Todd,2024-12-17,-1063.31,-46.51
C000637,Breanna Herrera,26,43,monthly,3931.36,6867.63,Lindseyfort,2024-08-30,-1284.75,-50.79
C000638,Robert Mclean,27,28,monthly,3979.91,6175.89,Stephaniechester,2023-06-18,-1561.53,-66.32
C000639,Mark Smith,38,16,biweekly,4501.9,6202.28,Sherylhaven,2023-12-14,-1023.58,-34.44
C000640,Brent Harris,33,1,monthly,3608.85,4380.62,East Matthewbury,2023-08-24,-1265.06,-59.02
C000641,Travis Garza,26,38,monthly,2544.25,4953.1,Bradystad,2023-06-16,-1094.02,-29.24
C000642,David Lee,49,2,monthly,3405.3,4186.35,Phyllistown,2024-04-12,-1249.38,-42.42
C000643,Lauren Vazquez,24,15,monthly,2658.23,3939.88,Harrisonside,2023-11-14,-824.83,-75.77
C000644,Joseph Yang,47,34,monthly,5291.99,8050.39,Mccormickland,2024-08-30,-1067.87,-40.04
C000645,Melissa Avila,25,40,biweekly,2738.53,5286.24,North Jason,2024-11-22,-789.57,-28.78
C000646,Sheri Hill,37,38,biweekly,6281.46,9437.75,Port Hector,2023-06-11,-1815.89,-30.29
C000647,Patricia Murphy,34,24,monthly,3558.85,5470.62,New Alexandra,2023-11-29,-1293.35,-42.79
C000648,Misty Hill,38,12,biweekly,2063.02,3075.62,Michaelborough,2024-11-21,-375.25,-56.59
C000649,Rebecca Li,48,24,biweekly,5125.31,7350.38,Port Antoniobury,2023-07-02,-1840.76,-58.48
C000650,Megan Austin,39,1,monthly,3594.37,4363.24,Stephanieburgh,2024-03-26,-1733.57,-62.8
C000651,Alejandro Ochoa,23,51,biweekly,3219.61,6413.53,Angelafort,2023-12-13,-1215.28,-36.01
C000652,Alyssa Velazquez,56,28,monthly,1807.11,3568.53,Lake Elizabethmouth,2023-12-22,-491.67,-43.85
C000653,Cody Bell,36,14,monthly,4288.66,5846.39,New David,2024-02-25,-1186.48,-42.2
C000654,Keith Guerra,41,41,biweekly,4129.79,7005.75,Kingville,2024-09-12,-1389.35,-45.45
C000655,Michael Baker,38,30,biweekly,2407.79,4389.35,Lawrencefort,2023-12-13,-831.17,-69.06
C000656,Jennifer Gray,30,1,monthly,3404.01,4134.81,South Nicholas,2024-01-25,-782.76,-56.77
C000657,Veronica Baldwin,49,6,biweekly,2223.03,2967.63,Gailbury,2024-06-15,-907.3,-47.16
C000658,Kimberly Wheeler,30,33,monthly,4571.84,7136.2,East Scott,2023-08-10,-1295.64,-48.18
C000659,Anthony Osborne,41,61,biweekly,3862.77,7685.32,East Dakotabury,2024-10-18,-1768.92,-61.71
C000660,Dylan Johnson,45,21,biweekly,4066.44,5929.73,Salazarberg,2023-04-10,-1229.01,-64.43
C000661,Jamie Johnson,38,28,monthly,1719.07,3462.88,Port Marcus,2023-08-13,-622.5,-43.99
C000662,Maria Carpenter DVM,45,25,monthly,3626.0,5601.2,Beckyland,2023-03-25,-1368.89,-32.46
C000663,Mr. David Berg,35,32,biweekly,2374.21,4449.05,Gonzalesberg,2024-02-25,-1046.81,-26.45
C000664,Scott Adkins,19,14,monthly,1200.0,2140.0,Lake Paul,2023-12-21,-429.22,-53.15
C000665,Amanda Smith,40,43,monthly,4381.3,7407.56,Lake Stacey,2023-04-11,-1445.0,-93.92
C000666,Melissa Jefferson,31,28,biweekly,3143.57,5172.29,East Brandonport,2024-06-21,-1035.01,-51.49
C000667,Katrina Dixon,19,33,monthly,5476.76,8222.11,Delgadofurt,2024-11-27,-1450.86,-23.64
C000668,Allison Shields,42,19,monthly,2546.36,4005.63,Erintown,2024-05-11,-1007.29,-67.28
C000669,Timothy Mcfarland,20,24,monthly,3695.3,5634.36,Cannonview,2023-12-15,-1150.45,-39.6
C000670,Carol Harding,36,42,monthly,4052.04,6962.45,Taramouth,2023-08-31,-1307.66,-43.85
C000671,Jacob Tucker,30,55,biweekly,4718.04,8411.65,Lake Lisa,2024-07-22,-1167.14,-59.11
C000672,Raymond Malone,26,16,monthly,5046.6,6855.92,South Craig,2024-03-25,-1983.64,-42.7
C000673,Cassandra Morrison,19,16,monthly,4486.15,6183.38,Daughertyview,2023-06-09,-1281.09,-20.39
C000674,Rachel Wilson,31,9,biweekly,2944.56,3983.48,New Maryport,2024-01-02,-856.32,-67.17
C000675,Allison Riddle,62,23,monthly,3385.91,5213.09,West Kaitlynchester,2024-01-07,-1202.45,-71.36
C000676,April Walker,33,1,monthly,3730.93,4527.11,Leefort,2023-04-12,-1040.18,-31.44
C000677,Mitchell Hanna DVM,20,22,biweekly,3311.62,5073.95,North Roy,2024-02-06,-797.03,-48.42
C000678,Kevin Williams,30,62,monthly,3527.27,7332.72,Kathrynhaven,2023-06-25,-986.2,-30.32
C000679,Anita Hoffman,40,28,biweekly,4068.67,6282.4,Johnsonshire,2024-09-11,-1784.52,-64.48
C000680,Susan Pitts,31,72,biweekly,3853.87,8224.65,Wellsmouth,2023-05-03,-975.68,-57.7
C000681,Amy Barrett,53,1,biweekly,5881.15,7107.38,Port Morganville,2023-11-05,-1699.52,-30.74
C000682,Brian Schwartz,21,13,monthly,3134.28,4411.13,South Valerieburgh,2024-11-29,-1094.71,-72.87
C000683,Christina French,21,31,biweekly,5331.54,7947.85,Gardnerview,2023-11-07,-1397.9,-36.6
C000684,Mary Phillips,25,47,monthly,3736.46,6833.75,East Jason,2023-09-05,-880.32,-18.6
C000685,Victor Lee,55,21,monthly,7507.49,10058.98,Juliemouth,2023-03-10,-2313.66,-36.96
C000686,Justin Watson,38,33,biweekly,2786.07,4993.28,Patricialand,2023-07-13,-616.91,-70.32
C000687,Mark Thompson,24,32,monthly,6002.43,8802.92,East Jason,2023-03-27,-2250.95,-48.14
C000688,Louis Knox,24,1,biweekly,3996.49,4845.78,Brentport,2024-09-03,-1689.57,-48.96
C000689,Connie Flores,28,32,monthly,1963.93,3956.72,West Melissaview,2023-09-21,-557.2,-51.67
C000690,Mr. Alan Rodriguez IV,42,1,monthly,4739.55,5737.47,West Laura,2023-11-27,-1913.31,-35.16
C000691,Robert Lee,34,1,biweekly,5693.7,6882.45,Nathanielberg,2023-09-05,-2268.74,-18.6
C000692,Ashley Brown,36,53,monthly,3600.5,6970.6,Jacobfort,2024-02-25,-1097.34,-71.06
C000693,James Burgess,53,11,monthly,5015.26,6568.31,South Tyler,2024-02-08,-1462.45,-40.74
C000694,Daniel Williamson,19,44,biweekly,5251.9,8502.28,East Tammy,2023-04-16,-1198.78,-52.23
C000695,Kyle Lambert,32,18,monthly,5000.34,6900.4,Jeffersonborough,2023-10-15,-1468.34,-87.65
C000696,Maria Phillips,33,46,biweekly,5819.5,9283.4,North Kyle,2023-12-04,-1584.96,-71.81
C000697,Chad Shaw,43,19,monthly,5188.29,7175.95,Port Gregory,2023-10-06,-1449.21,-84.79
C000698,Brian Green,36,36,monthly,3561.11,6073.33,Robinsonborough,2023-04-08,-1527.27,-54.71
C000699,Timothy Ward,54,22,monthly,4345.92,6315.1,Lake Mathewberg,2024-09-25,-1345.99,-59.4
C000700,Jeffrey Hernandez,27,31,monthly,4295.11,6704.13,North Juliatown,2024-02-13,-1471.75,-66.23
C000701,Monica Clark,19,1,monthly,3523.48,4278.18,Johnsonburgh,2024-08-11,-1292.3,-64.16
C000702,Brian Harrison,49,23,biweekly,6238.82,8636.58,South Lorraine,2023-09-25,-2234.69,-87.34
C000703,Steven Lee,41,36,monthly,4115.02,6738.03,Michaelland,2023-07-29,-1210.66,-75.85
C000704,Janet Kennedy,29,30,biweekly,6335.2,9102.24,New Kristen,2023-03-10,-2571.14,-33.31
C000705,Yolanda Haney,46,18,biweekly,4232.66,5979.19,Romanshire,2023-10-09,-1413.95,-51.48
C000706,William Gray,19,18,monthly,4652.41,6482.89,South Johnfort,2023-11-30,-1662.1,-45.63
C000707,Jennifer Kane,29,15,monthly,1200.0,2190.0,Roberttown,2023-08-12,-270.07,-40.54
C000708,Matthew Oconnell,39,29,monthly,3653.64,5834.37,Port Timothyview,2023-03-28,-1429.13,-55.16
C000709,Brenda Gonzales,44,18,monthly,4403.96,6184.76,Sierramouth,2024-05-16,-1273.31,-57.35
C000710,Matthew Rodriguez,28,6,biweekly,2529.72,3335.66,North Joshua,2024-01-06,-1026.77,-62.21
C000711,Cathy Wang,36,29,biweekly,2751.0,4751.19,Lorishire,2024-09-07,-1039.98,-18.6
C000712,Adriana Jones,39,29,monthly,4174.56,6459.48,North Andrew,2023-03-19,-2027.01,-49.12
C000713,Natalie Matthews,35,1,biweekly,2334.91,2851.89,Christianborough,2023-05-29,-649.12,-57.57
C000714,Jeffrey Vance,47,15,monthly,3544.87,5003.84,East Meagan,2023-10-18,-1086.82,-55.51
C000715,Dr. Kathy Schroeder DDS,38,7,monthly,3970.72,5114.86,New Jessechester,2023-11-26,-1325.09,-41.83
C000716,Latoya Craig,31,1,biweekly,3598.01,4367.61,Port Claireview,2024-09-10,-1295.55,-75.88
C000717,Eric Hughes,36,29,biweekly,3086.81,5154.18,Toddmouth,2023-10-12,-1148.76,-77.04
C000718,Jason Ayala,46,9,biweekly,4443.8,5782.57,West Andrewhaven,2024-07-10,-1423.27,-60.12
C000719,Sarah Cortez,19,51,monthly,4555.89,8017.07,New Diane,2024-10-26,-1527.3,-68.01
C000720,Donna Davis,19,20,biweekly,3939.57,5727.49,Lake Angelland,2024-12-09,-1313.93,-41.66
C000721,Ashley Ellis,35,18,biweekly,5372.95,7347.54,Lake Rickyport,2023-08-22,-1880.63,-46.38
C000722,David Ortega,53,1,biweekly,5777.3,6982.76,Port Williamfort,2024-09-12,-1882.62,-47.39
C000723,Erin Johnston,31,1,monthly,5439.69,6577.62,Dwayneport,2023-12-02,-1227.61,-62.29
C000724,Kimberly Murphy,49,69,monthly,3362.8,7485.36,Edwardstad,2023-08-26,-1225.24,-18.6
C000725,Danielle Diaz,57,19,biweekly,5290.29,7298.34,Johntown,2024-09-11,-1722.05,-55.24
C000726,Melissa Gordon,19,37,biweekly,2492.58,4841.1,Mcmahonshire,2023-09-16,-805.52,-46.72
C000727,Christine Porter,19,1,monthly,3154.29,3835.15,New Patricia,2024-10-08,-805.21,-35.54
C000728,Melissa Rubio,34,38,monthly,2703.43,5144.11,West Michele,2024-02-02,-814.14,-18.6
C000729,Mario Mendoza,52,1,monthly,4240.1,5138.12,Jensenbury,2024-01-07,-1133.64,-77.6
C000730,Thomas Warner,40,35,monthly,5886.37,8813.64,Victorfurt,2023-04-02,-1816.89,-57.75
C000731,Sean Marshall,29,1,monthly,7053.37,8514.05,East Shane,2023-09-03,-2039.68,-37.35
C000732,Madison Powers,28,30,biweekly,3750.91,6001.09,North Josephfort,2023-05-11,-1125.49,-69.44
C000733,Kimberly Robinson,32,10,monthly,3520.82,4724.99,East Davidfurt,2023-04-17,-1159.03,-63.97
C000734,Carl Dickson,32,1,monthly,4240.44,5138.53,Zacharyberg,2024-01-30,-1506.62,-28.6
C000735,Natasha Guzman,49,50,monthly,3530.84,6737.0,Emilymouth,2023-04-16,-899.98,-40.2
C000736,Carol Phillips,20,30,monthly,5415.61,7998.73,Ramirezport,2023-03-14,-1386.42,-49.32
C000737,Dr. Nicholas Aguilar,32,36,monthly,2598.57,4918.29,East Tiffany,2024-07-30,-885.91,-43.98
C000738,Mr. Aaron Levine,49,76,monthly,2294.18,6553.01,East Jenniferville,2023-07-30,-426.91,-63.73
C000739,Matthew Rose,30,1,monthly,3262.66,3965.19,North Michaelville,2024-03-11,-1066.73,-50.26
C000740,Joshua Flores,60,57,biweekly,3935.5,7572.6,Taylorville,2024-09-29,-1202.87,-23.09
C000741,Michael Brennan,22,37,monthly,6107.37,9178.84,West Sara,2024-06-14,-2690.12,-50.51
C000742,Jose Christian,43,34,biweekly,2957.7,5249.24,West Crystalmouth,2024-06-19,-803.83,-45.06
C000743,Rodney Obrien,32,35,monthly,3634.52,6111.42,Madelinefurt,2024-04-02,-1374.52,-38.37
C000744,Timothy Williams,27,17,biweekly,4439.65,6177.58,Christopherborough,2024-07-05,-1677.49,-49.54
C000745,Lisa Walker,33,25,monthly,3989.85,6037.81,New Joshuatown,2024-03-07,-1885.91,-47.93
C000746,Michelle Pena,44,1,monthly,4749.71,5749.65,Medinachester,2024-10-22,-2142.63,-58.03
C000747,James Phillips,23,32,monthly,6069.69,8883.63,Hernandezshire,2024-04-23,-1544.66,-69.72
C000748,Matthew Martin,37,72,biweekly,4290.13,8748.16,Micheleshire,2024-10-20,-1718.27,-42.24
C000749,Tracy Allen,21,7,monthly,5595.37,7064.44,Lewisburgh,2024-07-14,-1765.39,-52.29
C000750,Anthony Blair,45,33,biweekly,3913.18,6345.81,Michaelberg,2024-11-01,-1412.58,-34.73
C000751,Erika Scott,33,39,monthly,3901.02,6631.23,Gomezville,2024-12-10,-983.99,-69.53
C000752,Joshua Morris,26,21,monthly,2581.81,4148.18,Crossland,2023-03-29,-920.64,-32.21
C000753,Scott Ross,36,16,biweekly,3652.57,5183.08,Nicoleborough,2024-06-18,-1126.91,-26.63
C000754,John Adams,33,16,biweekly,2796.12,4155.34,Mejiaton,2024-04-21,-877.71,-52.36
C000755,Mrs. Kendra Barker MD,36,48,biweekly,4321.74,7586.09,North Kenneth,2024-08-13,-1344.73,-18.6
C000756,Tracy Smith,25,31,monthly,5494.17,8143.01,Fullerfurt,2024-07-04,-1114.07,-18.6
C000757,Michael Olson,50,1,monthly,3748.74,4548.49,New Jeffrey,2024-07-07,-1261.66,-38.54
C000758,Cameron Weaver,55,15,monthly,2991.46,4339.76,Lake Daniellemouth,2023-12-15,-977.74,-18.6
C000759,Laura Richardson,46,27,monthly,4094.43,6263.31,East Thomasshire,2024-07-04,-1008.9,-22.56
C000760,Anthony Harrison MD,37,24,monthly,4561.87,6674.25,North Michellemouth,2024-12-15,-1599.73,-40.4
C000761,Jennifer Cantrell,23,1,biweekly,1310.4,1622.48,Lake Ray,2024-11-29,-472.45,-84.52
C000762,Kurt Gonzalez,31,27,monthly,4738.85,7036.62,Grantview,2024-07-17,-1707.1,-43.14
C000763,Caleb Torres,46,13,monthly,4968.41,6612.1,South Tabithaburgh,2023-05-14,-1468.75,-52.68
C000764,Jamie Strong,49,1,monthly,5485.99,6633.18,Longtown,2023-12-28,-1940.14,-58.2
C000765,Danny Duncan,29,13,monthly,3735.87,5133.04,Port Charlesfurt,2023-08-15,-1038.63,-38.64
C000766,Jeremy Roman,39,25,biweekly,4298.79,6408.55,Coltonberg,2024-12-14,-1420.45,-59.81
C000767,Stephanie Shelton,46,17,monthly,2898.88,4328.65,Michaelstad,2023-11-12,-924.76,-30.21
C000768,Phillip Snyder,41,16,monthly,4396.75,6076.1,Williamsfort,2023-05-25,-1157.8,-69.29
C000769,Joseph Anderson,53,23,biweekly,5972.65,8317.18,Carterbury,2023-11-28,-1528.05,-19.21
C000770,Mrs. Kimberly Steele,30,18,monthly,4839.3,6707.17,North Bradystad,2023-10-24,-1638.41,-89.65
C000771,Wanda Ruiz,43,37,monthly,4313.01,7025.61,South Angela,2024-04-17,-1114.45,-18.6
C000772,Tyler Jones,33,27,monthly,4997.04,7346.45,Kristaview,2024-09-18,-1674.09,-65.45
C000773,Sara Warren,24,54,biweekly,4397.52,7977.02,Katherineburgh,2024-09-25,-1025.12,-56.31
C000774,Julie Chavez,47,21,biweekly,4689.73,6677.68,Allisonchester,2024-08-09,-1745.95,-42.63
C000775,William Mcguire,21,32,monthly,5882.03,8658.44,Lake Danielmouth,2024-10-26,-1576.56,-69.61
C000776,James Perez,51,48,monthly,5100.02,8520.03,South Christopher,2024-04-02,-1142.33,-41.75
C000777,Bradley Smith,28,52,monthly,4540.87,8049.04,Oliverland,2024-09-07,-2124.66,-67.46
C000778,Andrew Glass,35,1,monthly,3441.25,4179.5,Port Heatherton,2024-11-06,-1477.9,-68.1
C000779,David Warren,33,4,biweekly,2254.96,2905.96,West Veronica,2024-10-08,-742.53,-25.28
C000780,Todd Sandoval,42,2,monthly,2685.52,3322.63,Jeffreyshire,2023-09-05,-968.02,-58.71
C000781,Jasmine Matthews,35,19,biweekly,2747.11,4246.54,Michaeltown,2024-11-24,-774.3,-69.67
C000782,James Johnston,44,22,monthly,4867.06,6940.47,Lake Mercedes,2024-02-15,-2470.15,-74.16
C000783,Linda Hughes,28,20,monthly,2399.18,3879.01,Lake Royside,2023-08-29,-898.26,-23.99
C000784,Elizabeth Kim,27,30,monthly,5678.98,8314.78,Brendamouth,2024-12-05,-1783.83,-40.72
C000785,Keith Johnston,20,6,biweekly,5326.08,6691.3,Smithtown,2024-10-27,-1374.69,-41.17
C000786,Erica Schmidt,33,35,monthly,5260.71,8062.85,North Alyssaport,2024-12-10,-1180.21,-34.5
C000787,Eric Wade,49,36,biweekly,2502.1,4802.52,Amandaville,2024-09-02,-819.98,-18.6
C000788,James Gardner,36,18,monthly,2487.32,3884.79,Chavezshire,2024-09-27,-495.75,-85.91
C000789,Jason Mathis,47,29,biweekly,4570.55,6934.66,South Samantha,2023-12-16,-1808.25,-65.85
C000790,Shelly Wade MD,46,25,monthly,3379.93,5305.91,East Paul,2024-03-10,-1625.64,-24.12
C000791,Joseph Neal,27,51,biweekly,4889.96,8417.95,New Jonathanside,2023-05-04,-1714.91,-67.62
C000792,Dylan Day,47,39,biweekly,3864.74,6587.68,Nancyburgh,2023-06-02,-1120.24,-21.59
C000793,David Barnes,49,30,biweekly,3135.3,5262.36,East Timothyside,2024-05-10,-1079.86,-74.05
C000794,Mark Brown,54,20,monthly,4777.01,6732.41,Martinezshire,2024-10-22,-2267.1,-55.65
C000795,Richard Hernandez,20,3,monthly,3995.85,4945.02,Shirleyland,2023-07-29,-1124.51,-71.9
C000796,Elizabeth Willis,39,39,monthly,5135.43,8112.52,Randymouth,2024-10-04,-1597.8,-32.72
C000797,Jennifer Gutierrez,33,31,biweekly,3999.37,6349.24,East Elizabethtown,2023-12-08,-851.59,-31.97
C000798,Erika Morton,29,49,monthly,2792.84,5801.41,Evanmouth,2024-10-26,-647.78,-35.12
C000799,Robert Johnson Jr.,47,38,monthly,4696.29,7535.54,Ericfurt,2023-11-24,-2245.24,-57.42
C000800,Melanie Lawson,42,17,monthly,5608.69,7580.42,North Laurie,2023-06-13,-1833.41,-70.3
C000801,Kristen Bradley,38,26,monthly,4814.25,7077.1,New Trevor,2024-03-11,-826.85,-57.49
C000802,Amy Harris,19,50,biweekly,4428.42,7814.11,Davidborough,2024-07-16,-1612.44,-57.22
C000803,Christopher Clark,38,12,monthly,3195.01,4434.02,Port Matthewtown,2024-11-09,-1029.71,-59.06
C000804,Kathleen Lang,28,25,monthly,4113.3,6185.96,Lake Victor,2023-08-05,-1069.93,-42.94
C000805,Amanda Matthews,41,40,monthly,4263.33,7115.99,Vanessaside,2024-06-29,-1417.58,-21.96
C000806,Michael Kelly,30,16,monthly,4195.09,5834.11,Stephaniechester,2024-07-24,-1446.23,-44.21
C000807,Jennifer Colon,26,3,monthly,3295.25,4104.3,Smithburgh,2024-11-23,-880.84,-60.61
